,title,par_num,paragraph
0,Germany - National Space Strategy 2021,37,"climate such as the ESA Biomass mission measuring changes in forest carbon.The UK will set long-term space science and exploration goals. Activities in space are highly complex. Missions launched today have been in planning for decades and may take decades more to arrive at their destination. As such, government must be highly strategic in the missions we select and support. International collaboration on science and technology requires long-term and dependable partners, and researchers need certainty on national priorities. We will move to a longer-term strategic planning approach for national space science and exploration, mapped against long-term UKambitions. We will take appropriate risks to maximise the societal benefits and will ensure funding continuity through the missionlifecycle.We will explore opportunities to increase national mission opportunities and participate in flagship multilateral science and technology missions. There will be opportunities for UK talent to gain mission experience, for instrument developers to do in-orbit demonstration, and for the supply chain of UK SMEs and smaller space universities to diversify. The UK will continue to invest over the next four years in science and technology, and research and development to support the Defence Space Portfolio. The Defence Science and Technology Laboratory, working with wider government, industry, academia and internationally, will support the delivery of defence ambitions set out in the Integrated Review. Their defence science and technology space programme will focus on the generation after next projects ranging from developing future concepts to protect and defend space assets, to technologies to observe and characterise space objects. National Space Strategy 37Pillar Four: Developing"
0,Germany - National Space Strategy 2021,38,"resilient space capabilities and servicesThe UK relies on a broad range of space capabilities every day. These include infrastructure in orbit and on the ground, thepeople that operate it, and the applications and services that run on it. Secure global communications are key to our ability to protect and defend and support high-speed connectivity to remote and rural communities. Satellite-derived position, navigation and timing signals underpin services such as banking and transportation, as well as almost all the UKs CNI (including energy, policing and healthcare) and defence operations. Space capabilities are already central to many basic and safety-critical civil functions, and this dependency on space will only increase.The UK has a long history of using space-based capabilities to meet its needs, particularly in defence where defence and security-critical needs are mature and well understood. Building on this, wewill integrate resilient space capabilities and services across defence domains, including in operational planning, doctrine, capability development, training, and education. Thisguarantees that space is a fundamental component of our defence moving towardstrue multi-domain integration and further enhancing our operational effectiveness. Further detail on defence space capability priorities will be in the Defence Space Strategy.UK Space Command We have established a new UK Space Command. This joint command will take its policy and strategy direction from the National Space Council and MOD Space Directorate. Itwill encourage coherence across defence space capability delivery and operations. By harnessing the energy and adaptability of the UKs space sector, UK Space Command will drive space capability development across defence, to deliver leading capabilities where"
0,Germany - National Space Strategy 2021,39,"they are needed, generate the necessary workforce, and conduct day-to-day space operations.Our civil space capabilities have grown organically over time in response to rapidly changing needs. In some areas we have mature capabilities and well-understood needs, such as weather forecasting which relies upon both terrestrial monitoring stations, and global satellite data. In other areas, such as PNT, we have a long history of using space to support services such as in-flight navigation, but advancing technologies present new options which are not yet mature and fully realised. And in some areas, the civil possibilities of using space to support our daily lives are only just emerging and are not yet fully understood.National Space Strategy 38OneWebIn 2020, the UK took a $500million equity share in OneWeb, aninnovative, low-earth orbit satellite communications company. By 2022 OneWeb will have over 600 satellites in orbit, providing global reach and global broadband connectivity. Investing in OneWeb contributes to the governments commitment to making the UK a world leader in space and in science, research and development and supports the governments aspirations for UK leadership in space-enabled capabilities and services.Government will regularly map and fully understand its capability needs from space as technology advances and new opportunities emerge. We will increase our space expertise and build greater control over a larger range of space capabilities. Wewill need a flexible approach to determining where space capabilities can be most useful and where dual-use capabilities can best meet civil and defence needs. Insome cases, only space can offer solutions  while, in others, a combination"
0,Germany - National Space Strategy 2021,40,"of space-enabled and terrestrial technologies will benecessary.To deliver our capability requirements, we will employ the Integrated Reviews own-collaborate-access framework to guide decisions on how to procure the technologies, services, and systems we need. We will seek to establish a leading role in space-related technologies where there is a realistic prospect of delivering strategic advantage for the UK. We will need skilled experts who can translate the UKs needs into detailed specifications and technical requirements, enabling government to better collaborate with industry, academia, and wider partners. We will work together with the sector to test new technologies, processes and operations that can underpin the development of more advanced UK space capabilities.National Space Strategy 39The key civil and defence capability priorities for the UK are described in the tablebelow:Capability UK activitySatellite CommunicationsGlobal, secure, and resilient communications and information exchange via satellites and ground stations for civil and defence purposes.The UK will invest around 5 billion over the next 10 years in our military satellite communications programme, delivering through the Skynet 6 programme and investigate the dual use applications of free-space optical communications systems. We will also investigate new waveforms and encryption methods to provide better end-to-end protection. The UK will foster UK innovation in satellite communications technologies through ARTES: the European Space Agencys Advanced Research in Telecommunications Systems programme.Earth Observation (EO) and Intelligence, Surveillance and Reconnaissance (ISR)The ability to gather Earth observation data and electronic intelligence anywhere on the planet, for both civil and defence use. The UK will develop a constellation of small ISR satellites with supporting"
0,Germany - National Space Strategy 2021,41,"architectures and invest in both earth observation data infrastructure and hardware development capability. The UK also intends to develop and benefit from the Copernicus Earth Observation programme under the terms of the UK-EU Trade and Co-operation Agreement.Command-and-Control, and Space Capability ManagementThe organisational structures and process which enable us to direct our resources for activities and missions in space.The UK will establish a civil/defence National Space Operations Centre. UK Space Command will be in the lead for command and control operations. National Capability management will be undertaken from a joint civil and defence perspective where appropriate.Space ControlThe ability to ensure our space capabilities have adequate resilience to disruption from adversarial activity and operational freedom in space.The UK will ensure the right space control systems and processes are in place, as part of the Defence Space Portfolio, to give the UK supplementary abilities to protect and defend our space interests.National Space Strategy 40Capability UK activityPosition, Navigation and Timing (PNT)PNT is the ability to determine location, time, and relative direction accurately and precisely. It enables 4G and 5G communications networks, supports navigation on land, at sea, and in the air, and supports the capabilities of our armedforces. Government is evaluating the case for investing in resilient PNT capabilities through a mix of innovative new terrestrial and space-based technologies.Orbital Launch CapabilitySpaceflight is a prerequisite to acting in space. Launch capabilities are needed to deliver satellites into Earths orbit, carry humans on suborbital and orbital spaceflight, conduct suborbital science and technology experiments and send payloads beyond Earths orbit to the Moon,"
0,Germany - National Space Strategy 2021,42,"Mars, and other parts of the solar system.We will be the first country to launch a small satellite from Europe in 2022 from the spaceports being developed across the UK. Current proposed spaceports are located in Scotlands Shetland Isles, Sutherland, Argyll, Prestwick, and Outer Hebrides; Snowdonia in Wales; and Cornwall in England.In Orbit Sservicing and Manufacturing (IOSM)Many of the UKs key capabilities rely on satellites in orbit. New technologies will enable the UK to service and maintain our satellites to maximise resilience, effectiveness, and value for money.The UK will explore advanced in-orbit debris removal servicing, refuelling and assembly technologies nationally and in partnership with others, including ESA. Intime, we will be able to build and repair satellites in orbit, conduct commercial activities including producing fuel and materials in space to support robotic and crewed space activity, and conduct defence operations to protect and defend our interests in and from space.Space Domain Awareness (SDA)The detection, identification, and tracking of objects in space and understanding the effects of space weather to ensure the UK has knowledge of what is occurring inspace.The UK will expand existing dual-use sensor and data networks, adding the ability to task sovereign sensors, understand space weather, and exploit space surveillance and tracking data. The civil and defence National Space Operations Centre will provide space domain awareness information to industry. The commercial integration cell will continue to provide the vital link between industry and defence in enhancing Space Domain Awareness.National Space Strategy 41Ten Point Plan: Initial focus areas KEY:  Initiatives by strategic pillar Growth"
0,Germany - National Space Strategy 2021,43,"and competitiveness Science superpower International collaboration Resilient capability Government cannot pursue every space-related activity now. We must make tough strategic choices and target resources to pursue the highest impact opportunities and the critical cross-cutting enablers that will lay the groundwork for a thriving future in space. 1. Capture the European market in commercial small satellite launch  The UK will achieve the first small satellite launch from Europe in 2022 with the aim of becoming the leading provider of commercial small satellite launch in Europe by 2030. Government is investing to develop spaceports across locations in England, Scotland, and Wales, laying the groundwork for end-to-end UK services building, launching, and operating small satellites, andworking closely with industry to implement modern regulations and create favourable conditions for launch. 2. Fight climate change with spacetechnology    The UK will not reach its goal of net zero emissions by 2050 without a clear understanding of how climate change is impacting the Earth, to guide crucial decision-making and investments. We will strive to remain at the forefront of earth observation technology and know-how, including by participating in Copernicus, the worlds leading global earth observation programme and working with partners in ESA on the TRUTHS mission to deliver a tenfold improvement in accuracy. 3. Unleash innovation across the spacesector    Our UK Innovation Strategy identifies the priority technologies that will drive innovation and growth in the space sector  from robotics and smart machines, advanced materials and manufacturing to AI, digital and advanced computing. This includes strengthening"
0,Germany - National Space Strategy 2021,44,"the pull-through of innovation into commercial opportunities to expand UK exports, intellectual property, and know-how. For example, wewill build on the success of the National Space Innovation Programme to encourage the development of cutting-edge space products. National Space Strategy 424. Expand our horizons with space science and exploration   We will put space at the heart of our ambition to lead the world as a science and technology superpower. The UKs national programme of space science and exploration will better focus on UK strengths and priorities, and we will strengthen bilateral relationships with established and emerging space nations to maximise benefits on shared objectives. Missions such as the US-led Artemis programme open the door for greater UK involvement in human spaceflight and provide opportunities for UK companies to innovate and develop future manufacturing capabilities. 5. Develop our world-class spaceclusters   The government will work with the space sector to support, connect, and level-up locally-led space ecosystems across the UK, capitalising upon sector expertise from Cornwall to the Shetland Islands, Durham to Newport and Portsmouth to Belfast. Wewill link local clusters into valuable networks of innovators and investors, showcasing the strengths of the UK space sector and leveraging the Harwell cluster in the Oxford-Cambridge Arc to provide a compelling front door for international investors in the heart of the UKs leading space business hub.3131 Oxford-Cambridge Arc, available at GOV.UK6. Lead the global effort to make spacemore sustainable  We will build on UK early advantage in robotics and in-orbit servicing and manufacturing to establish global"
0,Germany - National Space Strategy 2021,45,"leadership in space sustainability. This includes positioning the UK at the forefront of modern regulation for novel space activities, whilekeeping space sustainable, safe, andsecure. The UK is leading efforts at the UN to promote safe space operations that will benefit all. We will explore advanced in-orbit debris removal, servicing, refuelling and assembly technologies, bringing together industry, academia, and government to ensure the UK is ready to grasp the opportunities of the future space economy. 7. Improve public services with spacetechnology   We will improve key public services spanning healthcare, the environment, transportation, and infrastructure by identifying where space-enabled applications already available on the market could improve lives and reduce costs for the taxpayer. The potential real-world benefits are numerous and diverse from satellite-enabled NHS drones to turning around test results in remote areas faster, to space-enabled sensors and tracking that detects problems in critical infrastructure before they cause outages. We will pilot new delivery with the possibility of rolling out to other UK locations throughout the decade. National Space Strategy 438. Deliver the UK Defence SpacePortfolio   Having established Space Command , wewill launch a National Space Operations Centre , fusing civil and defence expertise to monitor, protect, defend, and promote UK interests in Space. We will launch the UKs first Defence Space Portfolio  to be detailed in the Defence Space Strategy , developing independent space domain awareness capabilities to protect UK satellites, and advancing our secure satellite communications programme, Skynet. Wewill develop a small constellation of Intelligence, Surveillance and Reconnaissance satellites and"
0,Germany - National Space Strategy 2021,46,"explore other new initiatives to protect and defend the UK, pulling through advanced technologies from R&D to operation and exploring opportunities for dual civil and defence use. 9. Upskill and inspire our future spaceworkforce   We willpartner with employers to helpmore youngpeople gain access to work placements and apprenticeships in rewarding careers such as space engineering and space systems. Guided by the Space Skills Advisory Panel, we will work with employers, training providers and local partners to promote quality training in the skills required by the space sector. Theseinclude not only technical skills, but also the business management skills that help turn science and technology into commercial advantage. Finally, wewill use the wonder of space to inspire the next generation into STEM careers, inviting space professionals to lead exciting activities and competitions in schools, from building satellites to designing spacehabitats. 10. Use space to modernise and transform our transport system    Space technology will underpin the modernisation and transformation of the UK transport system, providing enhanced connectivity and positioning services, ensuring safe and reliable operation, andresilient infrastructure. We are supporting innovative public transport projects across the UK, made possible by space-enabled technologies, such as the T-Cabs project to build and trial a fleet of self-driving shuttles. We are also facilitating shared services for short journeys through GPS enabled geo-fencing solutions, including national trials of environmentally friendly e-rental scooters.National Space Strategy 44Part Four:  Implementation NASA/ESANational Space Strategy 45Next steps32 Severe Space Weather Preparedness Strategy, September 2021, available at GOV.UKSpace is unique in its"
0,Germany - National Space Strategy 2021,47,"capacity to grow our economy, transform our society and inspire us to greater heights of human progress. Thisstrategy has set out our vision and the goals the government will pursue to make the UK a meaningful actor in space, drawing on our proud heritage and strengths in industry, science and technology, andinnovation. The strategy will be supported through fourphases: In the Countdown Phase  towards the end of 2021, as well as publishing the National Space Strategy: the government will publish our Defence Space Strategy to outline how defence will achieve the national space ambitions alongside the National Space Strategy, the government has also published our Severe Space Weather Preparedness Strategy,32 which sets out a five-year vision for boosting UK resilience to the risk of severe space weather the Comprehensive Spending Review Process will set budgets for government space activities into the coming years, with this strategy providing the direction to align resources with space ambitionFollowing the Spending Review, we will develop a delivery framework to set out the governments detailed plans to achieve the vision and goals of this strategy, inpartnership with the space sector. Working with industry, we will consider a range of metrics to evaluate the delivery of the strategy and the performance of the identified sub-sectors, to ensure the UK space economy continues to grow and develop in line with our vision and goals.In the Ignition Phase from 2022 to 2023 , we will implement the National Space Strategy by establishing programmes funded through the Spending Review to deliver on the strategy"
0,Germany - National Space Strategy 2021,48,"goals, establishing new space relationships, and building on our leadership as a science superpower, as well as seeing the first UK orbital launches. In the Thrust Phase leading to 2030 , wewillsee the benefits of the strategy embed into the UK economy, society, and daily life. Leadership in new technologies and new markets will emerge through UK innovation, entrepreneurialism, and targeted government support. In the Orbit Phase from 2030 onwards , we will re-evaluate the Space Strategy, assessing our progress against our goals, and ensuring the UK adapts to a changing space environment. The UK will reinforce our leadership in areas of the space economy and renew our commitments to science and technology, innovation, and defence.National Space Strategy 461Today432Countdown phase(through end 2021) Space strategy  and: Defence Space Strategy Severe Space Weather Preparedness Strategy Spending Review 2021 Delivery Planning  and new governance establishedIgnition phase(2022 to 2023) Core foundations and mobilisation including: funded programmes  established according to the strategy and spending review bilateral partnerships  enhancedThrust phase(2023 to 2030) Accelerated progress  including: leadership sustained in existing strengths leadership gained in high-growthareas foundations laid in potential emerging sectors expert status sustained in space regulatory frameworks investment scaled leading to ground-breaking discoveriesOrbit phase (2030 onwards) Reassessed strategy and priorities  including: progress on potential emerging sectors  reviewed maintenance and continual improvement of national spaceecosystem international credibility as spacepower reinforced leadership as influential science superpowerNational Space Strategy 47As the UK implements the strategy and achieves the goals and vision we have set out, we will: be"
0,Germany - National Space Strategy 2021,49,"a modern, agile, and innovative spacefaring nation, a science and technology superpower, and be led by private sector enterprise supported by government have enhanced space security and assurance through increased autonomy and more diverse collaboration focus the governments investment, driving segmental leadership, growth, and discovery, across the whole of the UK lead in the sectors of the future and fast-growing downstream operations andservicesWe are levelling up the United Kingdom and will ensure that the space economy works for all parts of the UK. The government will engage with the devolved administrations to fully understand the needs of their local space economies and enable space clusters of excellence to grow and thrive. The UK has some of the greatest minds and skills within the space sector and the government will ensure that this expertise informs every step of the implementation of the strategy. Therefore, the government will invite regular insight, advice, and challenge from industry experts and wider stakeholder to inform the delivery of the strategy. National Space Strategy 48Organisation of government activitiesTo achieve these ambitions, the government will implement an integrated approach to space activities to accelerate progress, innovation, and growth. We will improve the clarity and efficiency of space policy across government. In 2019, the government announced the National Space Council , a Cabinet Committee chaired by the Prime Minister. The council was stood up in 2020, withthe role of setting the national ambition for space, providing strategic direction to the cross-government approach to space and developing this strategy. We will ensure there is a"
0,Germany - National Space Strategy 2021,50,"clear cross-government approach to national space policy, governance, and delivery. Work to define this cross-government approach is being commissioned as part of this strategys implementation plan to deliver integrated working across the civil, defence, and wider governmental interests in space, reducingthe challenges of delivering dual use programmes.The principal government departments and agencies with responsibilities for delivering the National Space Strategy are outlined below. All government departments will consider the use of space-enabled services and technologies in the delivery of their activities, ensuring the best value for money solutions for the citizen. The Department for Business, Energy and Industrial Strategy  is the central department with co-ordinating responsibility for civil space policy. Itis also the sponsoring department of the UK Space Agency and UK  Research and Innovation, which are key agencies for the delivery of this strategy. Throughits arms-length bodies, it uses satellite-enabled capabilities to monitor land use, deliver accurate weather forecasting, andcoordinate resilience to space weather. The Ministry of Defence  works for a secure and prosperous UK with global reach and influence, protecting its people, territory, values, and interests at home and overseas. It is responsible for ensuring we can protect and pursue our interests in and through space, and meeting the needs of our armed forces, as well as developing capabilities with built-in opportunities for potential collaboration across government, withinternational partners and the privatesector. The UK Space Agency  develops and delivers UK civil spaceprogrammes, based on its deep competence in space science and technology and its partnerships within government, acrossthe UK sector"
0,Germany - National Space Strategy 2021,51,"and with international space institutions. It enables delivery of national space capabilities, invests in early-stage R&D and helps to represent the UK in international space co-operation. UK Research and Innovation  invests in multidisciplinary R&D across the UK by supporting academic research and commercialisation that advance scientific discovery and tackle real-world challenges. Its strategic investment underpins and directly supports the exploitation of space technologies, pioneering scientific discovery, UKcapabilities and skills development.National Space Strategy 49 The Foreign, Commonwealth and Development Office  pursues UK national interests, works to avoid conflict in space and projects the UK as a force for good in the world building relationships between states, partnering with allies at NATO and influencing the UN on the use of space for good and responsible space behaviours. Itpromotes space technology which has the potential to be truly transformative in delivering on the challenges of the 2030 Sustainable Development Agenda,33 Paris Agreement,34 and the Sendai Framework.35 The Department for Transport  is responsible for supporting the transport network to get goods and people travelling. In space this is ensuring the Space Industry Act and Space Industry Regulations continue to provide a modern legal framework that is internationally competitive and will support innovation and growth in the UK space sector. Itwill ensure that new spaceflight activities regulated under these provisions by the Civil Aviation Authority are safe and provide the right opportunities forindustry. The Department for International Trade  leads the UKs trade relationships, facilitates foreign direct investment into the space sector competitively and securely, enables exports to"
0,Germany - National Space Strategy 2021,52,"global markets including working with UK Export Finance, and jointly enforces the UKs strategic export controls over dual-use space technologies and services.33 Transforming our world: the 2030 Agenda for Sustainable Development, available at sdgs.un.org34 The Paris Agreement, available at unfcccc.int35 The Sendai Framework for Disaster Risk Reduction, available at undrr.org The Department for Environment, Food, and Rural Affairs  is responsible for ensuring appropriate environmental regulation for England around space activities and promoting use of Earth observation technologies across government, both in the UK and internationally in support of the environment and our rural economy, contributing to national prosperity.  The Department for Digital, Culture, Media, and Sport  aims to increase growth and productivity through improved digital connectivity. It is responsible for working with Ofcom to ensure that the frequency spectrum required to enable every aspect of our activities in space iswell regulated, allocated, andlicensed to meet the needs of all sectors and technologies across both civil and defence domains.  The Cabinet Office is responsible for co-ordinating the security of the realm and to support the design and implementation of HM Governments policies and the Prime Ministers priorities.It leads UK policy on geospatial data, Critical National Infrastructure andthe National Risk Assessment including space and severe space weather. Italso co-ordinates satellite data for emergency management and manages the secretariat for the National Space Council.National Space Strategy 50This publication is available from:  https://www.gov.uk/government/publications/national-space-strateg yIf you need a version of this document in a more accessible format, please email enquiries@beis.gov.uk . Please tell us what format"
0,Germany - National Space Strategy 2021,53,you need. It will help us if you say what assistive technology you use.
0,Austrian Space Strategy 2030,1,"Cover: Digital drawing of the OPS-SAT satellite orbiting EarthPeople, climate and economy: Space is for EVERYONE1Space Strategy 2030+2People, climate and economy: Space is for EVERYONE3Austrian Space Strategy 2030+   People, Climate and Economy:  Space is for EVERYONE Space Strategy 2030+4People, climate and economy: Space is for EVERYONE5PrefaceLeft: Vienna, taken by Copernicus Sentinel-2ASpace equals innovation and creates future-proof jobs. Space is also a key driver of technology and makes an important contribution to the implementation of Austrias ambitious aim to become climate-neutral by 2040. Satellite-based data and services are making it possible to digitally map our Earth more accurately and precisely than ever before. They allow us to better measure and understand climate change and help protect us from natural disasters and other potential threats. Not only is space technology our eye to view Earth from space; it also helps us explore the solar system and  its planets.Our aim in presenting this space strategy is to more deeply anchor sustainability on Earth and in space and to strengthen the Austrian space sector and help it remain globally competitive. This, in turn, will create value added in Austria. Mutual inspiration and increased synergies between the space and non-space sectors should ultimately open up new business opportunities and promote solutions for a climate transformation and healthy environment. Leonore Gewessler,  Federal Minister  for Climate Action, Environment, Energy, Mobility, Innovation and TechnologyPortrait of Leonore Gewessler outdoors, relaxed and smiling at the camera.Space Strategy 2030+6People, climate and economy: Space is for EVERYONE7ContentsPreface  . . . ."
0,Austrian Space Strategy 2030,2,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .  .5Contents   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .  .7Global Development of the Space Sector  . . . . . . . . . . . . . . . . .  .8Europe Is Repositioning Itself  . . . . . . . . . . . . . . . . . . . . . . . . . .  .12Initial Position in Austria  . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .  .16Highlights from Austrias Long History  in the Space Sector   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .  .18Vision for the Austrian Space Sector  for 2030+   . . . . . . . . . . .
0,Austrian Space Strategy 2030,3,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .  .20Strategic Targets and Measures through to 2030  . . . . . . . . .  .21Target 1: Sustainable Development  on Earth and in Space  ............................... 22Target 2: A Competitive Space Sector with a High Degree  of Value Added and Sustainable Jobs in Austria  ......... 23Target 3: Scientific Excellence in  Space and Earth Exploration .......................... 24Target 4: Space for All Areas of Life .................... 25Target 5: Talents and Diversity for Space  ............... 26Target 6: A Public Dialogue on Space  .................. 27Implementing the Strategy  . . . . . . . . . . . . . . . . . . . . . . . . . . . .  .28Strategy Process and Acknowledgements  . . . . . . . . . . . . . . .  .29Annex  . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .  .31Abbreviations  ...................................... 32Figures and Tables  .................................. 33End Notes  ......................................... 34Picture Credits ...................................... 36Publication Details  .................................. 37Left: The Mystic Mountain formation in the Carina Nebula (NASA/ESA/M.
0,Austrian Space Strategy 2030,4,"Livio and Hubble 20th Anniversary Team (STScI))Space Strategy 2030+8Whether they realise it or not, billions of people use technology and services from space every day: Weather forecasts, television, telecommunications and satellite navigation systems are just a few examples. Experts rely on space technology in many important areas including security applications and monitoring the climate, environment and ecosystem.As space has become increasingly important in modern life, the international space sector has become highly dynamic and competitive and in recent years has seen an increase in investments The public sector remains the main source of investment. Globally,  US$87 billion in public funding was spent on space activities in 2019.1  Public sector investment in Europe rose four percentage points between 2008 and 2018 (see Figure 1).At the same time, however, new markets have emerged outside of traditional space organisations like the National Aeronautics and Space Administration (NASA) in the United States, the European Space Agency (ESA), the Roscosmos State Corporation for Space Activities in Russia, and the Japan Aerospace Exploration Agency (JAXA).1 . Global Development of the Space SectorNew Space and Space 4  .0: p ublic-private partnerships in space  ""New Space"" refers to the commercialisation of the space sector, most notably greater investment by private actors, a growing number of public-private partnerships, and new business models and procurement strategies. Private actors play an important role in this new ecosystem and are aiming to make spaceflight a business that operates independently of political objectives.  ESA has also coined the term ""Space 4.0"", which refers to"
0,Austrian Space Strategy 2030,5,"a new, increasingly connected and participatory space age. Space 4.0 and New Space are promoting and increasing interconnectivity among the scientific community, industry, government and society. 1% 2% 2% 3% 5%12%75%20082% 2% 2% 4%11%16%63%2018USAEuropeJapanRussiaIndiaOtherChinaGovernment ExpendituresFigure 1: Public spendingPeople, climate and economy: Space is for EVERYONE9Private investments in spaceflight were higher than ever in 2020, despite the economic crisis caused by the pandemic.2 The private sectors interest in space is growing, and new areas of business and fields of application are continuously emerging. This development is known as New Space, or Space 4.0. Substantial growth is expected on the whole. A study by Morgan Stanley predicts that the global space industry will generate no less than USD 1 trillion in revenues in the year 2040. Revenues are expected to double from US$350 billion in 2020 to some US$600 billion by 2030.2 Figure 2 on the right shows how the space market is divided among the different segments.Satellite ServicesTelecommunicationsRemote SensingScienceNational SecurityGround EquipmentNetwork EquipmentConsumer EquipmentSatellite ManufacturingLaunch IndustryNon-Satellite IndustryGovernment Space BudgetsCommercial Human SpaceightSatellite Industry - $271B 74% of total Space Economy$4.9B $12.5B$95B$130.3B$123B$366BGlobal SpaceEconomyThe satellite industry in context  (2019 revenues worldwide, in billions of US dollars)Figure 2: Market segments in the global space industrySpace Strategy 2030+10New Space is also bringing a shift in the focus of the space sector.  The following chart compares traditional spaceflight with New Space, showing the extensive transformation process that is currently taking place (Figure 3). New areas of application for the space sector are arising continuously in combination with innovative technologies such as big"
0,Austrian Space Strategy 2030,6,"data, artificial intelligence (AI), 5G connectivity and the Internet of Things (IoT) (Figure 4). The use of new technologies and commercialisation will continue to shape the space sector through to 2030, changing the structure of the entire ecosystem. Traditional Spaceight New SpaceInstitutionalSpaceightCommercialSpaceightNew Business Modelswith Commercialisation PotentialNavigationConstellationsMilitarySpaceightSpaceSciencesHumanSpaceightTraditional EOSatellitesLEO/MEO/GEOLaunchersMSS/FSSCOM SatellitesLEO COMSatellites Positioning,Navigation &TimingNew Launchers &Launch SystemsGeoinformation,Data andServicesServices: IoT,Media andInternet for AllSpace-DebrisPreventionand MitigationHumanson MarsEstablished Implemented Emerging StartedSpace HabitatsSatelliteMaintenanceand SupplyProduction inMicrogravityand in SpaceSpace ResourceExploitationEnergy fromSpaceSmall SatelliteSystemsComponentsand Subsystemsfor Small SatellitesSmall SatellitesEO ConstellationsISS Maintenanceand SupplySpace TourismFigure 3: Transformation of space activities Figure 4: The ten most significant trends in the space sector through to 2030People, climate and economy: Space is for EVERYONE11Smallsats (< 500 kg) from single missions and constellations to be launched from 2011 to 2030Historical data ForecastSingle missionsConstellationsThis development can be seen clearly in the number of satellites integrated into New Space business models as a product themselves and as data suppliers. In only a decade, the number of countries with at least one satellite in orbit rose from 50 in 2008 to 82 in 2018.3 In 2015, 172 satellites weighing less than 500 kilograms were launched. According to a study by PricewaterhouseCoopers (PwC), the number of these smallsats is expected to increase to 737 by 2025 and to almost 900 by 2030, as shown in Figure 5.This development will also lead to an increase in objects in space.  The number of satellites in operation rose to 1,848 between 2010 and 2020, nearly a three-fold increase.4  A large share of the currently operating satellites and especially future satellites"
0,Austrian Space Strategy 2030,7,"are from private investors and actors and serve commercial purposes Figure 5: Number of smallsatsSpace Strategy 2030+12If Europe is to continue occupying an important position in the highly competitive space sector, strategic, economic and political efforts will need to be stepped up.  The challenge for Europe is to find out how to respond to the substantial competitive pressure and changes in the space sector and to take a clear and strong position on space policy. Otherwise, Europe risks losing importance (see Figure 6, p.1213). Europe has the chance to position itself as a leader in the space sector with a clear focus on specific disciplines.One of the key approaches here will be to use space activities to address the major environmental, economic and social challenges of the 21st century and ensure a more sustainable future for the benefit of everyone.The goal is for space technologies and their deployment to become key enablers for sustainable development.Space technologies will play an important role in implementing the European Green Deal, reaching the European climate targets such as climate neutrality by 2050, and reaching Austrias target of becoming climate-neutral by 2040.The European Union (EU), ESA and Organisation for Economic  Co-operation and Development (OECD) consider the space sector an increasingly important driver of innovation and economic growth, in particular as part of the digitalisation of the economy.5  Europe IsRepositioning Itself2 . This mosaic of cloud-free images from the Copernicus Sentinel-3A satellite spans the entire continent of Europe, and more. The view stretches from Iceland in the north -west"
0,Austrian Space Strategy 2030,8,"across to Scandinavia and Russia in the northeast, and from the northern tips of Norway and Finland to as far south as Algeria, Libya and Egypt.People, climate and economy: Space is for EVERYONE13The European Commission and ESA are both committed to significantly reinforcing the space sector in Europe and using space to achieve sustainability objectives: ""The EU and ESA must, and will,  work hand in hand to make sure  we are responding to the  challenges ahead of us.""   Thierry Breton and Josef Aschbacher  Austrias space landscape fits into this European context and plays a major role in particular in sustainable development, both in Earth observation and communication and as a base of international space institutions. The EU and ESA are building on a foundation of  cooperation, security and sustainable development  The October 2016 joint EU and ESA statement on a shared vision and goals for the future of Europe in space set strategic goals that aim to maximise the integration of space into society and the economy in Europe, foster a globally competitive European space sector and ensure European autonomy in accessing space.6  Similar objectives can be found in the Space Strategy for Europe by the European Commission,7 which sets the following four goals:  Maximising the benefits of space for society and the EU economy.  Fostering a globally competitive and innovative European  space sector. Reinforcing Europes autonomy in accessing space and using space in a secure and safe environment.  Strengthening Europes role as"
