Mission ID,Mission Name Short,Mission Name Full,Mission Agencies,Mission Status,Launch Date,EOL Date,Applications,Instruments,Instrument IDs,Orbit Type,Orbit Altitude,Orbit Period,Orbit Inclination,Repeat Cycle,Orbit LST,Orbit Longitude,Orbit Sense,Mission Site,Data Access Portal
702,METOP-SG B1,"EUMETSAT Polar System, Second Generation","EUMETSAT, CNES, ESA",Approved,Mar-25,Sep-32,"Meteorology, climatology. 3 satellites.","ARGOS-4, ICI, MWI, RO, SCA","694, 1662, 1630, 1628, 1631",Sun-synchronous,824 km,101.4 mins,98.7 deg,29,09:30,,Descending,http://www.eumetsat.int/website/home/Satellites/FutureSatellites/EUMETSATPolarSystemSecondGeneration/index.html,http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
840,METOP-SG B2,"EUMETSAT Polar System, Second Generation","EUMETSAT, CNES, ESA",Approved,Mar-32,Sep-39,"Meteorology, climatology. 3 satellites.","ARGOS-4, ICI, MWI, RO, SCA","694, 1662, 1630, 1628, 1631",Sun-synchronous,824 km,101.4 mins,98.7 deg,29,09:30,,Descending,http://www.eumetsat.int/website/home/Satellites/FutureSatellites/EUMETSATPolarSystemSecondGeneration/index.html,
841,METOP-SG B3,"EUMETSAT Polar System, Second Generation","EUMETSAT, CNES, ESA",Approved,Mar-39,Sep-46,"Meteorology, climatology. 3 satellites.","A-DCS4, ICI, MWI, RO, SCA","694, 1662, 1630, 1628, 1631",Sun-synchronous,824 km,101.4 mins,98.7 deg,29,09:30,,Descending,http://www.eumetsat.int/website/home/Satellites/FutureSatellites/EUMETSATPolarSystemSecondGeneration/index.html,
915,MeznSat,MeznSat,"UAE SA, American University of Ras Al Khaimah, Khalifa University",Operational (nominal),28-Sep-20,Dec-23,"MeznSat is a 3U CubeSat to be developed, built and tested primarily by university students to detect Greenhouse Gas (GHG) concentrations.",ARGUS 2000,1885,Sun-synchronous,500 km,90 mins,97 deg,2,12:00:00,,,,
858,MicroCarb,MicroCarb,"CNES, UKSA",Approved,Dec-23,Dec-27,"The objective of the MicroCarb mission being to measure the CO2 concentration with extreme precision (of the order of 1 ppm, which is 0.3 %).",Microcarb,1799,Sun-synchronous,650 km,,,21,10:30,,Descending,https://microcarb.cnes.fr/en/MICROCARB/GP_mission.htm,
879,MicroDragon,MicroDragon,"VAST, Keio University",Operational (nominal),18-Jan-19,Dec-22,Aquaculture support,MicroDragon SMI & TPI,1820,Sun-synchronous,511 km,,97 deg,,09:30,,,,
548,MTG-I1 (imaging),Meteosat Third Generation - Imaging Satellite 1,"EUMETSAT, ESA",Commissioning,13-Dec-22,May-31,"Meteorology, climatology, atmospheric dynamics/water and energy cycles.","FCI, LI, TIRS","885, 890, 1524",Geostationary,35779 km,1436 mins,,,,0,N/A,http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en,http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
587,MTG-I2 (imaging),Meteosat Third Generation - Imaging Satellite 2,"EUMETSAT, ESA",Approved,Sep-25,Mar-34,"Meteorology, climatology, atmospheric dynamics/water and energy cycles.","FCI, LI","885, 890",Geostationary,35779 km,1436 mins,,,,0,N/A,http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?,http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
588,MTG-I3 (imaging),Meteosat Third Generation - Imaging Satellite 3,"EUMETSAT, ESA",Approved,Dec-30,Jun-39,"Meteorology, climatology, atmospheric dynamics/water and energy cycles.","FCI, LI","885, 890",Geostationary,35779 km,1436 mins,,,,0,N/A,http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?,http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
589,MTG-I4 (imaging),Meteosat Third Generation - Imaging Satellite 4,"EUMETSAT, ESA",Approved,Jun-33,Dec-41,"Meteorology, climatology, atmospheric dynamics/water and energy cycles.","FCI, LI","885, 890",Geostationary,35779 km,1436 mins,,,,0,N/A,http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?,http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
556,MTG-S1 (sounding),Meteosat Third Generation S1 Sounding Satellite 1,"EUMETSAT, COM, ESA",Approved,Jun-24,Dec-32,Supporting European atmospheric composition and air quality monitoring services. MTG S1 carries the Sentinel-4 A mission.,"IRS, UVN","950, 949",Geostationary,35779 km,1436 mins,,,,0,N/A,http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en,http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
618,MTG-S2 (sounding),Meteosat Third Generation S2 Sounding Satellite 2,"EUMETSAT, COM, ESA",Approved,Jun-32,Dec-40,Supporting European atmospheric composition and air quality monitoring services. MTG S2 carries the Sentinel-4 B mission.,"IRS, UVN","950, 949",Geostationary,35779 km,1436 mins,,,,0,N/A,http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?,http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
564,NigeriaSat-2,Nigeria Earth Observation Satellite 2,NASRDA,Operational (extended),17-Aug-11,Dec-23,Small satellite mission with technical and scientific objectives (environmental) monitoring.,NigeriaSat Medium and High Resolution,916,Sun-synchronous,700 km,97 mins,98 deg,4,,,Descending,http://www.nasrda.gov.ng,
680,NigeriaSat-X,Nigeria Earth Observation Satellite X,NASRDA,Operational (extended),17-Aug-11,Dec-23,Small satellite mission with technical and scientific objectives (capability demonstration).,NigeriaSat Medium Resolution,1595,Sun-synchronous,700 km,97 mins,98 deg,,10:15,,Descending,http://www.nasrda.gov.ng,
642,NISAR,NASA ISRO Synthetic Aperture Radar,"NASA, ISRO",Approved,Sep-23,Sep-26,"3-year mission to study solid earth deformation (earthquakes, volcanoes, landslides), changes in ice (glaciers, sea ice) and changes in vegetation biomass","L-band SAR, S-band SAR","1526, 1665",Sun-synchronous,747 km,100 mins,98.4 deg,12,18:00,,Descending,http://nisar.jpl.nasa.gov,https://earthdata.nasa.gov/eosdis/daacs/asf
106,NOAA-18,National Oceanic and Atmospheric Administration - 18,NOAA,Operational (extended),20-May-05,Oct-24,"Meteorology, agriculture and forestry, environmental monitoring, climatology, physical oceanography, volcanic eruption monitoring, ice and snow cover, total ozone studies, space environment, solar flux analysis, search and rescue. The EOL date is based on a reliability and health & status analysis; the date shown is at the 60% confidence level.","AMSU-A, ARGOS, AVHRR/3, HIRS/4, MHS, NOAA Comms, S&R (NOAA), SBUV/2, SEM (POES)","312, 154, 403, 564, 304, 561, 189, 318, 65",Sun-synchronous,870 km,102.1 mins,98.75 deg,,14:00,,Ascending,http://www.ospo.noaa.gov/Operations/POES/index.html,
113,NOAA-19,National Oceanic and Atmospheric Administration - 19,NOAA,Operational (nominal),04-Feb-09,Oct-24,"Meteorology, agriculture and forestry, environmental monitoring, climatology, physical oceanography, volcanic eruption monitoring, ice and snow cover, total ozone studies, space environment, solar flux analysis, search and rescue. The EOL date is based on a reliability and health & status analysis; the date shown is at the 60% confidence level.","AMSU-A, ARGOS-3, ARGOS-4, AVHRR/3, HIRS/4, LRIT, MHS, NOAA Comms, S&R (NOAA), SBUV/2, SEM (POES)","312, 154, 694, 403, 564, 1501, 304, 561, 189, 318, 65",Sun-synchronous,870 km,102.1 mins,98.75 deg,,14:00,,Ascending,http://www.ospo.noaa.gov/Operations/POES/index.html,
746,NORSAT-1,NorSat-1,NOSA,Operational (extended),14-Jul-17,Dec-22,Enhanced AIS performance; total solar irradiance; langmuir probe,"AIS, Langmuir Probe, TSI","1699, 1700, 1701",Sun-synchronous,586 km,96.5 mins,97.6 deg,,11:50:00,,Descending,,
785,NORSAT-2,NorSat-2,NOSA,Operational (extended),14-Jul-17,Dec-22,The satellite carres multiple antennas for reception of AIS signals. It also contains equipment for testing of VDES (VHF data exchange system).,"AIS, VDES Test Mission","1699, 1742",Sun-synchronous,586 km,96.5 mins,97.6 deg,,11:55:00,,Descending,,
931,NORSAT-3,NorSat-3,"NOSA, NDRE",Operational (nominal),29-Apr-21,Apr-24,"Reception of AIS signals, in addition to a test mission (NRD) detecting maritime navigation radars","AIS, NRD Test Mission","1699, 1905",Sun-synchronous,606 km,97 mins,97.8 deg,,22:30:00,,Descending,,
1013,NORSAT-4,NorSat-4,"NOSA, NDRE",Approved,Oct-23,Oct-26,"Reception of AIS signals, in addition to a test mission performing vessel detection in low light conditions","AIS, LLI","1699, 1987",Sun-synchronous,550 km,97 mins,97.6 deg,,18:00:00,,Descending,,
1012,NORSAT-TD,NorSat-Technology Demonstrator,"NOSA, NSO, ASI, CNES",Approved,Feb-23,Feb-26,"Perform 2-way VHF Data Exchange maritime communication, demonstrate a pseudo-constellation of VDES satellites. Demonstrate VDES enabled maritime navigation and GNSS integrity monitoring through distribution of Precision Timing for UTC and pseudo-ranging. Collect Automatic Identification System (AIS) messages from a high-performance CubeSat AIS/IoT receiver Demonstrate a robust optical laser communications with an experimental CubeSat terminal Perform collision avoidance and satellite operations with a new iodine ion thruster Support Satellite Laser Ranging with a new miniaturized reflector Verify sub-decimeter augmented GPS positioning in real-time with CubeSat receiver","AIS/IOT, CORA-micro, SmallCat, SpaceStar, VDES","1985, 1986, 1988, 1989, 1742",Sun-synchronous,500 km,94.6 mins,97.4 deg,,22:30:00,,Descending,,
856,NovaSAR-1,NovaSAR-1,"UKSA, CSIRO, ISRO, DOST-ASTI, Space-Eyes",Operational (nominal),16-Sep-18,Dec-26,NovaSAR-1 is a low cost spaceborne Synthetic Aperture Radar (SAR) programme employing a novel small satellite design capable of supporting the requirements of a high performance SAR payload. The main applications include maritime and forestry. It has a secondary AIS payload.,"AIS, S-band SAR","1821, 1797",Sun-synchronous,583 km,96.3 mins,97.7 deg,16,10:30,,Ascending,http://www.sstl.co.uk,https://data.novasar.csiro.au/
753,Obzor-R N1,SAR Operative Monitoring Satellite Obzor-R N1,ROSKOSMOS,Approved,Jun-23,Dec-27,Operative Earth and disaster monitoring.,BRLK X-range,1751,Sun-synchronous,,,,2,,,TBD,http://en.roscosmos.ru/,
278,OCEANSAT-2,Ocean Satellite-2,ISRO,Operational (extended),24-Sep-09,Dec-23,Ocean and atmosphere applications.,"OCM, ROSA, Scatterometer (OCEANSAT-2)","464, 899, 752",Sun-synchronous,720 km,99.31 mins,98.28 deg,2,12:00,,Descending,http://www.isro.org/,
571,OCEANSAT-3,Ocean Satellite-3,ISRO,Commissioning,26-Nov-22,Nov-27,Ocean and atmosphere applications.,"ARGOS-4, OCM (Oceansat-3), Scatterometer (Oceansat-3), SSTM-1 (Oceansat-3)","694, 935, 1749, 929",Sun-synchronous,720 km,99.31 mins,98.28 deg,2,12:00,,Descending,http://www.isro.org/,
820,OCEANSAT-3A,Ocean Satellite-3A,ISRO,Approved,Nov-25,Nov-30,Ocean and atmosphere applications.,"OCM (Oceansat-3), SSTM-1 (Oceansat-3)","935, 929",Sun-synchronous,720 km,99.31 mins,98.28 deg,2,12:00,,Descending,http://www.isro.org/,
655,OCO-2,Orbiting Carbon Observatory-2,NASA,Operational (extended),02-Jul-14,Sep-23,High resolution carbon dioxide measurements to characterize sources and sinks on regional scales and quantify their variability over the seasonal cycle.,Spectrometer (OCO-2),1558,Sun-synchronous,705 km,98.8 mins,98.2 deg,16,13:30,,Ascending,http://ocov2.jpl.nasa.gov/,https://disc.gsfc.nasa.gov/datasets?keywords=OCO-2
741,OCO-3-on-ISS,ISS/Orbiting Carbon Observatory-3,NASA,Operational (nominal),04-May-19,Dec-23,High resolution carbon dioxide measurements to characterize sources and sinks on regional scales and quantify their variability over the seasonal cycle.,Spectrometer (OCO-3),1671,"Inclined, non-sun-synchronous",417 km,93 mins,51.6 deg,,,,Ascending,http://ocov3.jpl.nasa.gov,https://disc.gsfc.nasa.gov/datasets?keywords=OCO-3
388,Odin,Odin,"SNSA, TEKES, CNES, CSA, ESA",Operational (extended),20-Feb-01,Dec-23,"Atmospheric research, stratospheric ozone chemistry, mesospheric ozone science, summer mesospheric science.","OSIRIS, SMR","662, 743",Sun-synchronous,570 km,97.6 mins,97.65 deg,,18:00,,Ascending,http://www.ohb-sweden.se/odin,https://research-groups.usask.ca/osiris/data-products.php
684,PACE,"Plankton, Aerosol, Cloud, ocean Ecosystem","NASA, NSO, SRON",Approved,Jan-24,Mar-27,"Phase-2 DS mission, 3-year nominal mission. Aerosol and cloud profiles for climate and water cycle; ocean colour for open ocean biogeochemistry.","HARP-2, OCI, SPEXone","1899, 1597, 1898",Sun-synchronous,677 km,98 mins,98 deg,16,13:00,,Ascending,https://pace.gsfc.nasa.gov,https://earthdata.nasa.gov/eosdis/daacs/obdaac
627,PAZ,PAZ,"HISDESAT, CDTI, INTA",Operational (nominal),22-Feb-18,Feb-23,"Security, land use, urban management, environmental monitoring, risk management.",Paz SAR-X,1514,Sun-synchronous,514 km,95 mins,97.44 deg,11,18:00,,Ascending,http://www.hisdesat.es,
918,PhiSat-1,PhiSat-1,"ESA, NSO",Operational (extended),03-Sep-20,Dec-22,"Demonstration of hyperspectral and thermal imaging on a 6U Cubesat. Demonstration of Artificial Intelligence accelerator. Cloud screening in-orbit will be the first AI application. Other applications are: high resolution by data fusion between hyperspectral and thermal; evapotranspiration and agriculture applications; thermal inertia and soil moisture; Urban Heat Island; assisting search and rescue for pyroclastic flow/surge deposits; oil spills; fire monitoring, underground fires; and, water quality.",HyperScout-2,1891,Sun-synchronous,540 km,95 mins,98 deg,,10:30:00,,Ascending,,
478,Pleiades 1A,Pleiades 1A,CNES,Operational (extended),17-Dec-11,Dec-24,"Cartography, land use, risk, agriculture and forestry, civil planning and mapping, digital terrain models, defence.",HiRI,887,Sun-synchronous,694 km,,,26,10:15,,Descending,http://smsc.cnes.fr/PLEIADES/Fr/index.htm,
479,Pleiades 1B,Pleiades 1B,CNES,Operational (extended),02-Dec-12,Dec-24,"Cartography, land use, risk, agriculture and forestry, civil planning and mapping, digital terrain models, defence.",HiRI,887,Sun-synchronous,694 km,,,,10:15,,Descending,http://smsc.cnes.fr/PLEIADES/Fr/index.htm,
925,PREFIRE,Polar Radiant Energy in the Far InfraRed Experiment,NASA,Approved,Aug-23,Sep-24,"PREFIRE seeks to reduce uncertainty in polar energy fluxes, the processes that influence them, and, with improved modeling, the societal implications of polar climate change. Twin cubesats with identical long wave spectrometers.",TIRS (PREFIRE),1903,Sun-synchronous,,95 mins,98 deg,,,,TBD,https://prefire.ssec.wisc.edu/,https://asdc.larc.nasa.gov/
396,PRISMA,PRecursore IperSpettrale della Missione Applicativa,ASI,Operational (nominal),22-Mar-19,Mar-24,"Land surface, agriculture and forestry, regional geology, land use studies, water resources, vegetation studies, coastal studies and soils.","HYC, PAN CAMERA","705, 832",Sun-synchronous,615 km,97 mins,97.9 deg,29,10:30,,Descending,https://www.asi.it/en/earth-science/prisma/,https://prisma.asi.it
352,RADARSAT-2,RADARSAT-2,"CSA, MDA",Operational (nominal),14-Dec-07,Apr-24,"Environmental monitoring, physical oceanography, ice and snow, land surface. Note: Ownership of RADARSAT-2 has been transferred to MDA Corporation. CSA investment in the project is paid back with the data generated by the satellite since it entered operations.",SAR (RADARSAT-2),703,Sun-synchronous,798 km,100.7 mins,98.6 deg,24,18:00,,Ascending,http://www.asc-csa.gc.ca/eng/satellites/radarsat2/default.asp,
561,RASAT,RASAT Remote Sensing Satellite,TUBITAK,Operational (extended),17-Aug-11,Dec-23,"Cartography, land cover/land use, city planning, disaster mitigation/monitoring, environmental monitoring.","RASAT VIS Multispectral, RASAT VIS Panchromatic","913, 912",Sun-synchronous,685 km,98.8 mins,98.21 deg,4,10:30,,Ascending,"http://www.uzay.tubitak.gov.tr/, http://blog.gezgin.gov.tr",http://www.gezgin.gov.tr
584,RCM-1,RADARSAT CONSTELLATION MISSION-1,"CSA, NRCAN, DND, DFO, AAFC, ECCC, PSC",Operational (nominal),12-Jun-19,Oct-26,"Ecosystem monitoring, maritime surveillance, disaster management.","AIS (RCM), SAR (RCM)","947, 946",Sun-synchronous,600 km,96.4 mins,97.7 deg,12,18:00,,Ascending,http://www.asc-csa.gc.ca/eng/satellites/radarsat/default.asp,https://www.eodms-sgdot.nrcan-rncan.gc.ca/
585,RCM-2,RADARSAT CONSTELLATION MISSION-2,"CSA, NRCAN, DND, DFO, AAFC, ECCC, PSC",Operational (nominal),12-Jun-19,Oct-26,"Ecosystem monitoring, maritime surveillance, disaster management.","AIS (RCM), SAR (RCM)","947, 946",Sun-synchronous,600 km,96.4 mins,97.7 deg,12,18:00,,Ascending,http://www.asc-csa.gc.ca/eng/satellites/radarsat/default.asp,https://www.eodms-sgdot.nrcan-rncan.gc.ca/
586,RCM-3,RADARSAT CONSTELLATION MISSION-3,"CSA, NRCAN, DND, DFO, AAFC, ECCC, PSC",Operational (nominal),12-Jun-19,Oct-26,"Ecosystem monitoring, maritime surveillance, disaster management.","AIS (RCM), SAR (RCM)","947, 946",Sun-synchronous,600 km,96.4 mins,97.7 deg,12,18:00,,Ascending,http://www.asc-csa.gc.ca/eng/satellites/radarsat/default.asp,https://www.eodms-sgdot.nrcan-rncan.gc.ca/
439,RESOURCESAT-2,Resource Satellite-2,ISRO,Operational (extended),20-Apr-11,Jun-23,"Natural resources management, agricultural applications, forestry, etc.","AWiFS, LISS-III (Resourcesat), LISS-IV","460, 934, 461",Sun-synchronous,817 km,102 mins,98.72 deg,26,10:30,,Descending,http://www.isro.org/,
710,RESOURCESAT-2A,Resource Satellite-2A,ISRO,Operational (nominal),07-Dec-16,Dec-23,"Natural resources management, agricultural applications, forestry, etc.","AWiFS, LISS-III (Resourcesat), LISS-IV","460, 934, 461",Sun-synchronous,817 km,102 mins,98.72 deg,26,10:30,,Descending,http://www.isro.org/,
573,RESOURCESAT-3,Resource Satellite-3,ISRO,Approved,Nov-25,Nov-30,"Natural resources management, agricultural applications, forestry, etc.","ALISS III, ATCOR","932, 933",Sun-synchronous,795 km,101 mins,98.72 deg,11,10:30,,Descending,http://www.isro.org/,
817,RESOURCESAT-3A,Resource Satellite-3A,ISRO,Planned,2026,2031,"Natural resources management, agricultural applications, forestry, etc.","ALISS III, ATCOR","932, 933",Sun-synchronous,795 km,101 mins,98.72 deg,11,10:30,,Descending,http://www.isro.org/,
818,RESOURCESAT-3S,Resourcesat Sampler-3S,ISRO,Approved,Jun-26,Jun-31,"High-resolution DEM, geo-engineering, cadastral and sub-taluk-level applications.","APAN, LISS-V","1772, 1773",Sun-synchronous,633 km,97.5 mins,97.89 deg,48,10:30,,Descending,,
819,RESOURCESAT-3SA,Resourcesat Sampler-3SA,ISRO,Planned,2027,2032,"High-resolution DEM, geo-engineering, cadastral and sub-taluk-level applications.","APAN, LISS-V","1772, 1773",Sun-synchronous,633 km,97.5 mins,97.89 deg,48,10:30,,Descending,,
788,Resurs-P N4,Environmental Satellite Resurs-P N4,ROSKOSMOS,Approved,Dec-23,Dec-27,"Earth resources, environmental and disaster monitoring, cartography.","Geoton-L1 (2), GSA (1), SHMSA-SR, SHMSA-VR","1684, 1686, 1693, 1694",Sun-synchronous,475 km,94 mins,97.3 deg,3,,,TBD,http://en.roscosmos.ru/,
789,Resurs-P N5,Environmental Satellite Resurs-P N5,ROSKOSMOS,Planned,2023,2028,"Earth resources, environmental and disaster monitoring, cartography.","Geoton-L1 (2), GSA (1), SHMSA-SR, SHMSA-VR","1684, 1686, 1693, 1694",Sun-synchronous,475 km,94 mins,97.3 deg,3,,,TBD,http://en.roscosmos.ru/,
796,Resurs-PM N1,Environmental Satellite Resurs-PM N1,ROSKOSMOS,Planned,2023,2027,"Earth resources, environmental and disaster monitoring, cartography.","BIK-SD 1, OEK VR","1756, 1754",Sun-synchronous,720 km,99 mins,98.2 deg,3,,,TBD,http://en.roscosmos.ru/,
797,Resurs-PM N2,Environmental Satellite Resurs-PM N2,ROSKOSMOS,Planned,2024,2028,"Earth resources, environmental and disaster monitoring, cartography.","BIK-SD 1, OEK VR","1756, 1754",Sun-synchronous,720 km,99 mins,98.2 deg,3,,,TBD,http://en.roscosmos.ru/,
969,Resurs-PM N3,Environmental Satellite Resurs-PM N3,ROSKOSMOS,Planned,2025,2029,"Earth resources, environmental and disaster monitoring, cartography.","BIK-SD 1, OEK VR","1756, 1754",Sun-synchronous,720 km,99 mins,98.2 deg,3,,,TBD,http://en.roscosmos.ru/,
712,RISAT-1A,Radar Imaging Satellite,ISRO,Operational (nominal),14-Feb-22,Feb-27,"Land surface, agriculture and forestry, regional geology, land use studies, water resources, vegetation studies, coastal studies and soils - especially during cloud season.",SAR (RISAT),790,Sun-synchronous,610 km,96.5 mins,97.844 deg,12,06:00,,Descending,http://www.isro.org/,
865,RISAT-1B,Radar Imaging Satellite,ISRO,Planned,2023,2028,"Land surface, agriculture and forestry, regional geology, land use studies, water resources, vegetation studies, coastal studies and soils - especially during cloud season.",SAR (RISAT),790,Sun-synchronous,610 km,96.5 mins,97.844 deg,12,06:00,,Descending,,
636,RISAT-2,Radar Imaging Satellite,ISRO,Operational (extended),20-Apr-09,Dec-23,For research and disaster management applications purpose.,SAR-X,1521,Sun-synchronous,609 km,97.6 mins,96 deg,,06:00,,Ascending,http://www.isro.org/,
715,SAC-E/SABIA_MAR-1,Misión Satelital Argentina Brasileña para Información del Ambiente Marino,"CONAE, AEB",Planned,2024,2029,"Ocean colour measurement (open ocean, coastal and in-land waters) (low & medium spatial resolution), SST, Sea & Coastal surveillance, urban lights, polar auroras, fires, data collection system.","DCS (SABIA_MAR), Liulin-AR, MAC (HSC), NIR-SWIR, VIS-NIR","1635, 1806, 1713, 1638, 1637",Sun-synchronous,702 km,99.8 mins,98.22 deg,9,10:20,,Descending,http://www.conae.gov.ar/,
716,SAC-E/SABIA_MAR-2,Misión Satelital Argentina Brasileña para Información del Ambiente Marino,"AEB, CONAE",Planned,2025,2030,"Ocean colour measurement (open ocean, coastal and in-land waters) (low & medium spatial resolution), SST, Sea & Coastal surveillance, urban lights, polar auroras, fires, data collection system.","DCS (SABIA_MAR), Liulin-AR, MAC (HSC), NIR-SWIR, VIS-NIR","1635, 1806, 1713, 1638, 1637",Sun-synchronous,702 km,99.8 mins,98.22 deg,9,10:20,,Descending,http://www.conae.gov.ar/,
687,SAGE-III-on-ISS,Stratospheric Aerosol and Gas Experiment (SAGE)-III/International Space Station (ISS),NASA,Operational (extended),19-Feb-17,Sep-26,"1-year design life, 3-year Phase E goal. Refurbishment of the SAGE-III instrument and of a hexapod pointing platform, and accommodation studies. This mission flies on the ISS. Objective is to monitor the vertical distribution of aerosols, ozone, and other trace gases in the Earthâ€™s stratosphere and troposphere to enhance our understanding of ozone recovery and climate change processes in the upper atmosphere. Extended mission to 2026 awarded in 2020.",SAGE-III,1598,"Inclined, non-sun-synchronous",405 km,90 mins,51 deg,,,,,https://sage.nasa.gov/missions/about-sage-iii-on-iss/,https://search.earthdata.nasa.gov/search?q=SAGE III/ISS
405,SAOCOM 1A,Satélite Argentino de Observación COn Microondas 1A,"CONAE, ASI",Operational (nominal),07-Oct-18,Oct-23,"Earth observation and emergency management with an L-band SAR, soil moisture for agriculture and hydrology (main driver), interferometry.",SAR-L,731,Sun-synchronous,620 km,97.2 mins,97.89 deg,16,05:57:45,,Ascending,http://www.conae.gov.ar/,
452,SAOCOM 1B,Satélite Argentino de Observación COn Microondas 1B,"CONAE, ASI",Operational (nominal),30-Aug-20,Aug-25,"Earth observation and emergency management with an L-band SAR, soil moisture for agriculture and hydrology (main driver), interferometry.",SAR-L,731,Sun-synchronous,620 km,97.2 mins,97.89 deg,16,05:57:45,,Ascending,http://www.conae.gov.ar/,
457,SAOCOM-2A,Satélite Argentino de Observación COn Microondas 2A,"CONAE, ASI",Approved,Aug-28,Jan-33,Earth observation and emergency management with an L-band SAR.,SAR-L,731,Sun-synchronous,620 km,97.2 mins,98 deg,16,06:00,,Ascending,http://www.conae.gov.ar/,
456,SAOCOM-2B,Satélite Argentino de Observación COn Microondas 2B,"CONAE, ASI",Approved,Aug-30,Jan-35,Earth observation and emergency management with an L-band SAR.,SAR-L,731,Sun-synchronous,620 km,97.2 mins,98 deg,16,06:00,,Ascending,http://www.conae.gov.ar/,
572,SARAL,Satellite with ARgos and ALtiKa,"CNES, ISRO",Operational (extended),25-Feb-13,Dec-23,"This will provide precise, repetitive global measurements of sea surface height, significant wave heights and wind speed.","AltiKa, ARGOS","931, 154",Sun-synchronous,799 km,100.59 mins,98.55 deg,35,18:00,,Descending,http://smsc.cnes.fr/SARAL/,
596,SARE-2A (S1),SARE-2A (S1),CONAE,Considered,2028,2033,"Earth observation with high spatial resolution, emergencies, agriculture, land use/land cover, change detection, urban environment, cartography, stereo acquisitions for DEM generation.",OP,1762,Sun-synchronous,550 km,95.6 mins,97.6 deg,,10:30,,Descending,http://www.conae.gov.ar/,
807,SARE-2A (S2),SARE-2A (S2),CONAE,Considered,2030,2033,"Earth observation with high spatial resolution, emergencies, agriculture, land use/land cover, change detection, urban environment, cartography, stereo acquisitions for DEM generation.",CAR,1762,Sun-synchronous,550 km,95.6 mins,97.6 deg,,10:30,,Descending,http://www.conae.gov.ar/,
808,SARE-2A (S3),SARE-2A (S3),CONAE,Considered,2031,2033,"Earth observation with high spatial resolution, emergencies, agriculture, land use/land cover, change detection, urban environment, cartography, stereo acquisitions for DEM generation.",CAR,1762,Sun-synchronous,550 km,95.6 mins,97.6 deg,,10:30,,Descending,http://www.conae.gov.ar/,
809,SARE-2A (S4),SARE-2A (S4),CONAE,Considered,2032,2033,"Earth observation with high spatial resolution, emergencies, agriculture, land use/land cover, change detection, urban environment, cartography, stereo acquisitions for DEM generation.",CAR,1762,Sun-synchronous,550 km,95.6 mins,97.6 deg,,10:30,,Descending,http://www.conae.gov.ar/,
975,SBG-TIR,Surface Biology and Geology (SBG) Thermal Infrared (TIR) Free Flyer,"NASA, ASI",Planned,2026,2031,"Hyperspectral imager to provide information on terrestrial and aquatic ecosystems, hydrology, weather, climate, and solid Earth.","SBG TIR Instrument, VNIR Camera (SBG-TIR)","1942, 1962",Sun-synchronous,665 km,98.18 mins,98.05 deg,,12:30,,Descending,https://sbg.jpl.nasa.gov,
974,SBG-VSWIR,Surface Biology and Geology (SBG) Visible and Short-Wave Infrared (VSWIR) Free Flyer,NASA,Planned,2028,2033,"Hyperspectral imager to provide information on terrestrial and aquatic ecosystems, hydrology, weather, climate, and solid Earth.",SBG VSWIR Instrument,1941,Sun-synchronous,623 km,97 mins,,16,11:00,,Descending,https://sbg.jpl.nasa.gov,
43,SCD-1,Data Collecting Satellite 1,INPE,Operational (extended),09-Feb-93,Dec-23,Data collection and communication.,DCS,758,"Inclined, non-sun-synchronous",750 km,100 mins,25 deg,,,,Ascending,http://www.inpe.br,
44,SCD-2,Data Collecting Satellite 2,INPE,Operational (extended),23-Oct-98,Dec-23,Data collection and communication.,DCS,758,"Inclined, non-sun-synchronous",750 km,100 mins,25 deg,,,,Ascending,http://www.inpe.br,
394,SCISAT-1,SCISAT-I/ACE,"CSA, ESA, NASA",Operational (nominal),12-Aug-03,Mar-24,"The SCISAT satellite has been in continuous spaceflight operation since 2003. It now measures over sixty (60) atmospheric species at still one of the worldâ€™s highest vertical resolutions possible, and includes ozone, ozone depleting substances, all major greenhouse gases, and HFCs. Many of these species are measured by no other instrument or satellite world-wide, making Canada the sole provider of these datasets globally. As of 2021, the objectives of the mission remain to broadly assist in monitoring the UN Montreal Protocol, the Kigali Amendment, the Paris Climate Agreement, and the Canadian Environmental Protection Act. Specific objectives include to assess the quality of model predictions for: ECâ€™s UV forecasting system, atmospheric carbon transport, and climate-chemistry process studies.","ACE-FTS, MAESTRO","701, 702","Inclined, non-sun-synchronous",650 km,97.7 mins,74 deg,365,,,N/A,http://www.asc-csa.gc.ca/eng/satellites/scisat/default.asp,http://www.ace.uwaterloo.ca/data.php
